Contract,Reentrancy,Integer,Access,TOD,DoS,Delegatecall,Unchecked Call,Timestamp,Frozen Ether
batch05_contract_124.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_125.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_126.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_127.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_128.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_129.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_130.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_131.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_132.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_133.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_134.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_135.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_136.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_137.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_138.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_139.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_140.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_141.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_142.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_143.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_144.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_145.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_146.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_147.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_148.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_149.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_150.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_151.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_152.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_153.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_154.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_156.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_157.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_158.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_159.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_160.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_161.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_162.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_163.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_164.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_165.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_166.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_167.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_168.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_169.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_170.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_171.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_172.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_173.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_174.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_175.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_176.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_177.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_178.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_179.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_180.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_181.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_182.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_183.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_184.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_185.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_186.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_187.sol_obf.sol,"Mythril, Slither",-,Mythril,-,-,-,Mythril,-,-
batch05_contract_188.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_189.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_190.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_191.sol_obf.sol,-,-,-,-,-,-,-,-,-
batch05_contract_193.sol_obf.sol,-,-,-,-,-,-,-,-,-
contract_001.sol,Mythril,-,Mythril,Mythril,-,-,Mythril,-,-
contract_003.sol,Mythril,-,-,-,-,-,Mythril,-,-
contract_005.sol,Mythril,-,-,-,-,-,Mythril,-,-
contract_006.sol,Mythril,-,-,-,-,-,Mythril,-,-
contract_010.sol,Mythril,-,Mythril,Mythril,-,-,Mythril,Mythril,-
contract_012.sol,Mythril,-,-,-,-,-,Mythril,Mythril,-
contract_013.sol,-,-,-,Mythril,-,-,-,Mythril,-
contract_014.sol,-,Mythril,-,Mythril,-,-,-,Mythril,-
contract_015.sol,Mythril,-,-,-,-,-,Mythril,-,-
contract_017.sol,-,-,-,Mythril,-,-,-,-,-
contract_018.sol,Mythril,Mythril,Mythril,Mythril,-,-,Mythril,Mythril,-
contract_019.sol,-,-,-,-,-,-,-,-,-
contract_020.sol,Mythril,-,-,-,-,Mythril,Mythril,-,-
contract_021.sol,-,Mythril,-,Mythril,-,-,-,Mythril,-
contract_023.sol,-,-,-,-,-,-,-,-,-
contract_027.sol,-,-,-,-,-,-,-,-,-
contract_028.sol,-,-,-,-,-,-,-,-,-
contract_029.sol,-,-,-,-,-,-,-,-,-
contract_030.sol,Mythril,-,-,-,-,-,Mythril,-,-
contract_032.sol,Mythril,-,Mythril,-,-,-,Mythril,-,-
contract_033.sol,-,-,-,-,-,-,-,-,-
contract_034.sol,-,Mythril,-,-,-,-,-,-,-
contract_035.sol,Mythril,Mythril,-,-,-,-,Mythril,-,-
contract_036.sol,-,-,-,Mythril,-,-,-,Mythril,-
contract_039.sol,-,-,-,-,-,-,-,-,-
contract_040.sol,-,-,-,-,-,-,-,-,-
contract_041.sol,-,-,-,-,-,-,-,-,-
contract_042.sol,Mythril,-,-,-,-,-,Mythril,-,-
contract_046.sol,Mythril,-,Mythril,Mythril,-,-,Mythril,-,-
contract_047.sol,-,-,-,Mythril,-,-,-,-,-
contract_048.sol,-,-,-,-,-,-,-,-,-
contract_050.sol,-,-,-,-,-,-,-,-,-
contract_051.sol,Mythril,Mythril,-,-,-,-,Mythril,-,-
contract_052.sol,-,-,-,-,-,-,-,-,-
contract_058.sol,-,-,-,-,-,-,-,-,-
contract_060.sol,-,-,-,-,-,-,-,-,-
contract_063.sol,-,-,-,-,-,-,-,-,-
contract_064.sol,-,-,-,-,-,-,-,Mythril,-
contract_068.sol,-,-,-,-,-,-,-,-,-
contract_070.sol,Mythril,Mythril,-,-,-,-,Mythril,-,-
contract_071.sol,Mythril,-,Mythril,Mythril,-,-,Mythril,Mythril,-
contract_072.sol,-,-,-,-,-,-,-,-,-
contract_074.sol,-,-,Mythril,-,-,-,-,Mythril,-
contract_075.sol,-,-,-,Mythril,-,-,-,-,-
contract_076.sol,-,Mythril,-,-,-,-,-,Mythril,-
contract_077.sol,Mythril,Mythril,-,-,-,-,Mythril,Mythril,-
contract_083.sol,-,-,Mythril,Mythril,-,-,-,Mythril,-
contract_086.sol,-,-,-,Mythril,-,-,-,Mythril,-
contract_087.sol,-,-,-,-,-,-,-,Mythril,-
contract_090.sol,Mythril,Mythril,-,-,-,-,Mythril,-,-
contract_091.sol,-,-,-,-,-,-,-,-,-
contract_092.sol,Mythril,Mythril,-,-,-,-,Mythril,-,-
contract_093.sol,Mythril,-,Mythril,-,-,Mythril,Mythril,-,-
contract_095.sol,Mythril,-,Mythril,Mythril,-,-,Mythril,-,-
contract_099.sol,Mythril,-,-,-,-,-,Mythril,Mythril,-
contract_100.sol,-,-,Mythril,Mythril,-,-,-,Mythril,-
contract_103.sol,-,Mythril,-,Mythril,-,-,-,Mythril,-
contract_104.sol,-,-,-,-,-,-,-,-,-
contract_107.sol,-,-,-,-,-,-,-,-,-
contract_111.sol,-,-,-,-,-,-,-,Mythril,Mythril
contract_112.sol,-,-,-,-,-,-,-,-,-
contract_113.sol,Mythril,-,Mythril,-,-,-,Mythril,Mythril,-
contract_116.sol,-,-,Mythril,-,-,-,-,-,-
contract_118.sol,Mythril,-,-,-,-,-,Mythril,-,-
contract_119.sol,Mythril,-,-,-,-,-,Mythril,-,-
contract_120.sol,-,-,Mythril,Mythril,-,-,-,-,-
contract_121.sol,-,-,-,-,-,-,-,-,-
contract_122.sol,-,-,-,-,-,-,-,-,-
contract_126.sol,-,-,-,-,-,-,-,-,-
contract_127.sol,-,Mythril,-,-,-,-,-,-,-
contract_129.sol,-,-,-,-,-,-,-,-,-
contract_130.sol,-,Mythril,-,-,-,-,-,Mythril,-
contract_132.sol,Mythril,-,-,-,-,-,Mythril,-,-
contract_133.sol,-,-,Mythril,-,-,-,-,-,-
contract_134.sol,-,-,-,-,-,-,-,-,-
contract_135.sol,-,-,-,-,-,-,Mythril,-,-
contract_136.sol,Mythril,-,-,-,-,-,Mythril,-,-
contract_137.sol,-,-,-,-,-,-,-,-,-
contract_138.sol,-,-,-,-,-,-,-,-,-
contract_139.sol,-,-,-,-,-,-,-,Mythril,-
contract_140.sol,-,-,-,-,-,-,-,-,-
contract_141.sol,Mythril,-,Mythril,-,-,-,Mythril,-,-
contract_143.sol,-,Mythril,Mythril,-,-,-,-,-,-
contract_144.sol,-,-,Mythril,Mythril,-,-,-,-,-
contract_147.sol,-,Mythril,-,-,-,-,-,-,-
contract_148.sol,-,-,-,-,-,-,-,-,-
contract_149.sol,-,-,-,-,-,-,-,-,-
contract_150.sol,-,-,Mythril,-,-,-,-,-,-
contract_151.sol,-,-,Mythril,Mythril,-,-,-,-,-
contract_152.sol,-,-,-,-,-,-,-,-,-
contract_153.sol,-,-,-,-,-,-,-,-,-
contract_154.sol,-,-,-,-,-,-,-,-,-
contract_155.sol,Mythril,-,Mythril,Mythril,-,-,Mythril,-,-
contract_156.sol,-,Mythril,Mythril,-,-,-,-,Mythril,-
contract_161.sol,-,-,Mythril,-,-,-,-,Mythril,-
contract_162.sol,Mythril,-,-,-,-,-,Mythril,-,-
contract_164.sol,-,-,-,-,-,-,-,Mythril,-
contract_165.sol,-,-,Mythril,Mythril,-,-,-,-,-
contract_171.sol,-,-,-,-,-,-,-,-,-
contract_173.sol,Mythril,-,-,Mythril,-,-,Mythril,-,-
contract_175.sol,-,-,-,-,-,-,-,-,-
contract_176.sol,-,-,-,-,-,-,-,-,-
contract_177.sol,-,Mythril,-,-,-,-,-,Mythril,-
contract_178.sol,Mythril,-,-,-,-,-,Mythril,Mythril,-
contract_179.sol,-,-,-,-,-,-,-,-,-
contract_180.sol,-,-,-,-,-,-,-,-,-
contract_181.sol,-,-,-,-,-,-,-,-,-
contract_182.sol,Mythril,Mythril,-,-,-,-,Mythril,Mythril,-
contract_183.sol,-,-,-,-,-,-,-,-,-
contract_186.sol,Mythril,-,-,-,-,-,Mythril,-,-
contract_187.sol,-,Mythril,-,-,-,-,-,Mythril,-
contract_190.sol,-,-,-,-,-,-,-,-,-
contract_197.sol,Mythril,Mythril,-,-,-,-,Mythril,-,-
contract_199.sol,-,Mythril,Mythril,-,-,-,-,Mythril,-
contract_200.sol,Mythril,Mythril,Mythril,Mythril,-,-,Mythril,Mythril,-
